onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	n12582231_27245	148	1181	0.000000
40	8	1	n02439033_15634	33	259	0.000000
48	8	2	n02439033_15634	33	259	49.024586
56	8	1	n03792782_5665	96	766	0.000000
64	8	1	n03209910_3841	61	486	0.000000
72	8	1	n04086273_5433	108	864	0.000000
80	8	1	n01645776_8879	3	20	0.000000
88	8	1	n02799175_7198	43	343	0.000000
96	8	1	n01518878_5958	1	5	0.000000
104	8	1	n02226429_9440	25	200	0.000000
112	8	1	n04587559_7411	140	1120	0.000000
120	8	1	n04090263_13803	109	866	0.000000
128	8	1	n01664990_13731	4	26	0.000000
136	8	2	n01664990_13731	4	26	0.000000
144	8	1	n02054036_5709	19	150	0.000000
152	8	1	n04284002_13083	123	978	0.000000
160	8	1	n03924679_5901	102	813	0.000000
168	8	1	n01726692_30357	6	43	0.000000
176	8	1	n04254680_3842	119	951	0.000000
184	8	1	n02480855_18583	36	285	0.000000
192	8	1	n03665924_52000	90	718	0.000000
200	8	1	n03494278_22114	76	601	0.000000
208	8	1	n03085013_22686	58	459	0.000000
216	8	1	n02055803_6095	20	155	0.000000
224	8	1	n01784675_22328	10	79	0.000000
232	8	2	n01784675_22328	10	79	233.037656
240	8	1	n04320973_10759	125	993	0.000000
248	8	1	n03400231_24528	69	548	0.000000
256	8	1	n03837869_6421	99	789	0.000000
264	8	1	n02472293_5718	35	280	0.000000
272	8	1	n03187595_6454	60	476	0.000000
280	8	1	n02068974_4003	21	165	0.000000
288	8	1	n03079230_16134	57	450	0.000000
296	8	2	n03079230_16134	57	450	297.036420
304	8	1	n03886762_9466	100	800	0.000000
312	8	1	n03345487_6365	65	518	0.000000
320	8	1	n03467796_862	73	584	0.000000
328	8	1	n02503517_7340	38	302	0.000000
336	8	2	n02503517_7340	38	302	337.035661
344	8	1	n04612026_3878	142	1131	0.000000
352	8	1	n03512147_23	78	618	0.000000
360	8	1	n04442441_1910	135	1073	0.000000
368	8	1	n03544143_8694	81	648	0.000000
376	8	1	n04591713_5442	141	1125	0.000000
384	8	1	n03760671_9669	94	752	0.000000
392	8	1	n03609235_3138	84	667	0.000000
400	8	1	n04313503_20808	124	987	0.000000
408	8	1	n02802215_4806	45	358	0.000000
416	8	1	n04373894_26002	126	1003	0.000000
424	8	1	n04482393_14854	137	1091	0.000000
432	8	1	n03602883_12467	82	651	0.000000
440	8	1	n02391049_2789	31	243	0.000000
448	8	1	n02885462_9267	51	407	0.000000
456	8	1	n03815615_17450	98	778	0.000000
464	8	1	n04113406_25414	110	878	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
