onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	n01639765_37122	2	11	0.000000
40	8	1	n04044716_16479	106	844	0.000000
48	8	1	n01784675_18607	10	77	0.000000
56	8	1	n03790512_40609	95	759	0.000000
64	8	1	n13111881_28475	150	1196	0.000000
72	8	1	n03425413_20974	70	557	0.000000
80	8	1	n04612026_2384	142	1130	0.000000
88	8	2	n04612026_2384	142	1130	89.034130
96	8	1	n02226429_11460	25	193	0.000000
104	8	1	n03602883_22505	82	655	0.000000
112	8	1	n03397947_1926	68	538	0.000000
120	8	1	n03400231_4196	69	550	0.000000
128	8	1	n07734017_7308	143	1143	0.000000
136	8	1	n03063599_4784	56	447	0.000000
144	8	1	n02503517_4892	38	300	0.000000
152	8	1	n07734744_13895	144	1145	0.000000
160	8	1	n03543603_9964	80	640	0.000000
168	8	1	n12596148_6943	149	1190	0.000000
176	8	2	n12596148_6943	149	1190	177.032340
184	8	1	n03743279_5689	92	734	0.000000
192	8	1	n01877134_10188	14	105	0.000000
200	8	1	n04442312_24134	134	1071	0.000000
208	8	1	n04398044_10533	128	1017	0.000000
216	8	1	n01787835_10392	11	82	0.000000
224	8	1	n02090827_17605	23	180	0.000000
232	8	1	n11978233_18962	147	1170	0.000000
240	8	1	n01970164_30734	17	136	0.000000
248	8	1	n03541923_3237	79	628	0.000000
256	8	2	n03541923_3237	79	628	257.030786
264	8	1	n04113406_10672	110	873	0.000000
272	8	1	n04442441_6478	135	1078	0.000000
280	8	1	n02472293_24267	35	276	0.000000
288	8	1	n04255586_449	120	957	0.000000
296	8	1	n03394916_23304	67	530	0.000000
304	8	2	n03394916_23304	67	530	305.029926
312	8	1	n02481823_8477	37	296	0.000000
320	8	1	n03793489_7412	97	775	0.000000
328	8	1	n02054036_21993	19	149	0.000000
336	8	1	n02843158_4722	49	386	0.000000
344	8	1	n03760671_8944	94	751	0.000000
352	8	1	n02998003_3934	54	427	0.000000
360	8	1	n02068974_106	21	161	0.000000
368	8	1	n04090263_5363	109	870	0.000000
376	8	1	n02131653_10825	24	185	0.000000
384	8	1	n03038480_3370	55	438	0.000000
392	8	1	n04587559_11857	140	1115	0.000000
400	8	1	n01768244_8871	7	54	0.000000
408	8	1	n04284002_18325	123	982	0.000000
416	8	1	n04070727_16664	107	850	0.000000
424	8	1	n01944390_20670	15	118	0.000000
432	8	1	n03721384_18162	91	722	0.000000
440	8	1	n02800213_3108	44	350	0.000000
448	8	2	n02800213_3108	44	350	449.027156
456	8	1	n03886762_18101	100	797	0.000000
464	8	1	n03467796_5051	73	580	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
